REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,9/1/2022 0:05,7924.98,160.96,TRADE
NSW1,9/1/2022 0:10,7835.75,161,TRADE
NSW1,9/1/2022 0:15,7899.66,175.74,TRADE
NSW1,9/1/2022 0:20,7807.75,156.05,TRADE
NSW1,9/1/2022 0:25,7814.37,157.79,TRADE
NSW1,9/1/2022 0:30,7798.44,157.79,TRADE
NSW1,9/1/2022 0:35,7799.52,189.18,TRADE
NSW1,9/1/2022 0:40,7746.58,161,TRADE
NSW1,9/1/2022 0:45,7743.67,151.53,TRADE
NSW1,9/1/2022 0:50,7753.41,160.96,TRADE
NSW1,9/1/2022 0:55,7740.17,151.52,TRADE
NSW1,9/1/2022 1:00,7690.58,158.06,TRADE
NSW1,9/1/2022 1:05,7659.94,151.84,TRADE
NSW1,9/1/2022 1:10,7684.99,160.96,TRADE
NSW1,9/1/2022 1:15,7613.51,158.22,TRADE
NSW1,9/1/2022 1:20,7519.84,156.1,TRADE
NSW1,9/1/2022 1:25,7490.6,153.03,TRADE
NSW1,9/1/2022 1:30,7466.34,151.58,TRADE
NSW1,9/1/2022 1:35,7487.17,160.71,TRADE
NSW1,9/1/2022 1:40,7427.46,160.75,TRADE
NSW1,9/1/2022 1:45,7418.15,161.94,TRADE
NSW1,9/1/2022 1:50,7269.16,155.29,TRADE
NSW1,9/1/2022 1:55,7307.2,160.96,TRADE
NSW1,9/1/2022 2:00,7215.09,155.47,TRADE
NSW1,9/1/2022 2:05,7164.24,156.68,TRADE
NSW1,9/1/2022 2:10,7123.12,160.96,TRADE
NSW1,9/1/2022 2:15,7077.06,156.73,TRADE
NSW1,9/1/2022 2:20,6969.74,152.2,TRADE
NSW1,9/1/2022 2:25,6972.12,153.76,TRADE
NSW1,9/1/2022 2:30,6948.85,153.79,TRADE
NSW1,9/1/2022 2:35,6895.8,160.48,TRADE
NSW1,9/1/2022 2:40,6809.44,173.55,TRADE
NSW1,9/1/2022 2:45,6855.18,160.96,TRADE
NSW1,9/1/2022 2:50,6810.62,154.18,TRADE
NSW1,9/1/2022 2:55,6795.46,159.63,TRADE
NSW1,9/1/2022 3:00,6744.87,159.42,TRADE
NSW1,9/1/2022 3:05,6745.92,160.96,TRADE
NSW1,9/1/2022 3:10,6744.81,161,TRADE
NSW1,9/1/2022 3:15,6749.16,160.96,TRADE
NSW1,9/1/2022 3:20,6744.67,159.79,TRADE
NSW1,9/1/2022 3:25,6715.56,160.96,TRADE
NSW1,9/1/2022 3:30,6733.53,160.96,TRADE
NSW1,9/1/2022 3:35,6741.14,159.33,TRADE
NSW1,9/1/2022 3:40,6673.09,159.29,TRADE
NSW1,9/1/2022 3:45,6667.4,159.63,TRADE
NSW1,9/1/2022 3:50,6666.52,161,TRADE
NSW1,9/1/2022 3:55,6675.85,160.96,TRADE
NSW1,9/1/2022 4:00,6617.72,160.96,TRADE
NSW1,9/1/2022 4:05,6642.09,155.74,TRADE
NSW1,9/1/2022 4:10,6635.65,160.36,TRADE
NSW1,9/1/2022 4:15,6594.14,159.3,TRADE
NSW1,9/1/2022 4:20,6663.79,198.61,TRADE
NSW1,9/1/2022 4:25,6655.11,196.43,TRADE
NSW1,9/1/2022 4:30,6664.81,153.33,TRADE
NSW1,9/1/2022 4:35,6669.13,165.81,TRADE
NSW1,9/1/2022 4:40,6733.98,224.66,TRADE
NSW1,9/1/2022 4:45,6734.61,224.15,TRADE
NSW1,9/1/2022 4:50,6817.89,230.94,TRADE
NSW1,9/1/2022 4:55,6840.23,230,TRADE
NSW1,9/1/2022 5:00,6900.9,278,TRADE
NSW1,9/1/2022 5:05,7017.18,289.81,TRADE
NSW1,9/1/2022 5:10,7096.89,230.07,TRADE
NSW1,9/1/2022 5:15,7078.36,228.41,TRADE
NSW1,9/1/2022 5:20,7095.62,255.26,TRADE
NSW1,9/1/2022 5:25,7125.48,228.67,TRADE
NSW1,9/1/2022 5:30,7213.32,287.99,TRADE
NSW1,9/1/2022 5:35,7211.16,148.57,TRADE
NSW1,9/1/2022 5:40,7357.38,148.11,TRADE
NSW1,9/1/2022 5:45,7382.18,148.67,TRADE
NSW1,9/1/2022 5:50,7550.16,154.27,TRADE
NSW1,9/1/2022 5:55,7539.46,150.91,TRADE
NSW1,9/1/2022 6:00,7650.84,157.74,TRADE
NSW1,9/1/2022 6:05,7743.62,149.46,TRADE
NSW1,9/1/2022 6:10,7824.27,149.23,TRADE
NSW1,9/1/2022 6:15,7985.31,152.21,TRADE
NSW1,9/1/2022 6:20,8060.62,156.42,TRADE
NSW1,9/1/2022 6:25,8185.45,158.77,TRADE
NSW1,9/1/2022 6:30,8231.2,159.26,TRADE
NSW1,9/1/2022 6:35,8317.37,163.33,TRADE
NSW1,9/1/2022 6:40,8418.36,204.32,TRADE
NSW1,9/1/2022 6:45,8468.33,261.76,TRADE
NSW1,9/1/2022 6:50,8469.09,289.63,TRADE
NSW1,9/1/2022 6:55,8484.8,283.72,TRADE
NSW1,9/1/2022 7:00,8552.7,278.03,TRADE
NSW1,9/1/2022 7:05,8546.61,224.01,TRADE
NSW1,9/1/2022 7:10,8563.25,225.72,TRADE
NSW1,9/1/2022 7:15,8546.59,278,TRADE
NSW1,9/1/2022 7:20,8595.05,180.29,TRADE
NSW1,9/1/2022 7:25,8592.78,153.93,TRADE
NSW1,9/1/2022 7:30,8471.84,70,TRADE
NSW1,9/1/2022 7:35,8522.49,153.21,TRADE
NSW1,9/1/2022 7:40,8540.5,140.92,TRADE
NSW1,9/1/2022 7:45,8492.63,138.33,TRADE
NSW1,9/1/2022 7:50,8388.53,11.66,TRADE
NSW1,9/1/2022 7:55,8437.99,129.4,TRADE
NSW1,9/1/2022 8:00,8233.22,0.65,TRADE
NSW1,9/1/2022 8:05,8238.49,31.44,TRADE
NSW1,9/1/2022 8:10,8254.53,31.71,TRADE
NSW1,9/1/2022 8:15,8223.28,102.3,TRADE
NSW1,9/1/2022 8:20,8170.11,100,TRADE
NSW1,9/1/2022 8:25,8208.82,130.69,TRADE
NSW1,9/1/2022 8:30,8068.98,61.93,TRADE
NSW1,9/1/2022 8:35,7957.07,5.03,TRADE
NSW1,9/1/2022 8:40,7986.61,105.3,TRADE
NSW1,9/1/2022 8:45,7815.9,128.05,TRADE
NSW1,9/1/2022 8:50,7632.25,124.23,TRADE
NSW1,9/1/2022 8:55,7641.89,129.56,TRADE
NSW1,9/1/2022 9:00,7543.92,126.55,TRADE
NSW1,9/1/2022 9:05,7548.58,127,TRADE
NSW1,9/1/2022 9:10,7578.37,98.08,TRADE
NSW1,9/1/2022 9:15,7529.01,125.29,TRADE
NSW1,9/1/2022 9:20,7361.53,97.55,TRADE
NSW1,9/1/2022 9:25,7284.16,97.67,TRADE
NSW1,9/1/2022 9:30,7234.38,25.17,TRADE
NSW1,9/1/2022 9:35,7154.11,99.82,TRADE
NSW1,9/1/2022 9:40,7130.24,66.58,TRADE
NSW1,9/1/2022 9:45,7072.92,34.27,TRADE
NSW1,9/1/2022 9:50,7119.97,98.27,TRADE
NSW1,9/1/2022 9:55,7029.93,67.54,TRADE
NSW1,9/1/2022 10:00,6988.48,35.62,TRADE
NSW1,9/1/2022 10:05,6938.02,134.14,TRADE
NSW1,9/1/2022 10:10,6816.76,97.86,TRADE
NSW1,9/1/2022 10:15,6781.35,97.19,TRADE
NSW1,9/1/2022 10:20,6738.9,123.78,TRADE
NSW1,9/1/2022 10:25,6797.57,45.44,TRADE
NSW1,9/1/2022 10:30,6760.91,80.05,TRADE
NSW1,9/1/2022 10:35,6657.92,17.66,TRADE
NSW1,9/1/2022 10:40,6689.99,137.73,TRADE
NSW1,9/1/2022 10:45,6670.38,141.27,TRADE
NSW1,9/1/2022 10:50,6595.99,45.04,TRADE
NSW1,9/1/2022 10:55,6598.19,89.01,TRADE
NSW1,9/1/2022 11:00,6640.18,129.2,TRADE
NSW1,9/1/2022 11:05,6601,75.18,TRADE
NSW1,9/1/2022 11:10,6557.25,115.2,TRADE
NSW1,9/1/2022 11:15,6372.86,122.46,TRADE
NSW1,9/1/2022 11:20,6379.75,122.38,TRADE
NSW1,9/1/2022 11:25,6402.64,124.32,TRADE
NSW1,9/1/2022 11:30,6449.96,19,TRADE
NSW1,9/1/2022 11:35,6417.14,100.14,TRADE
NSW1,9/1/2022 11:40,6412.99,113.6,TRADE
NSW1,9/1/2022 11:45,6385.09,123.6,TRADE
NSW1,9/1/2022 11:50,6377.02,63.46,TRADE
NSW1,9/1/2022 11:55,6402.72,125.17,TRADE
NSW1,9/1/2022 12:00,6400.69,137.97,TRADE
NSW1,9/1/2022 12:05,6296.39,129.56,TRADE
NSW1,9/1/2022 12:10,6212.55,100.78,TRADE
NSW1,9/1/2022 12:15,6243.15,28.68,TRADE
NSW1,9/1/2022 12:20,6213.7,0,TRADE
NSW1,9/1/2022 12:25,6163.09,26.7,TRADE
NSW1,9/1/2022 12:30,6121.62,0,TRADE
NSW1,9/1/2022 12:35,6091.34,53.1,TRADE
NSW1,9/1/2022 12:40,6099.26,122.46,TRADE
NSW1,9/1/2022 12:45,6198.26,46.38,TRADE
NSW1,9/1/2022 12:50,6251.1,123.8,TRADE
NSW1,9/1/2022 12:55,6258.93,121.67,TRADE
NSW1,9/1/2022 13:00,6266.07,126.09,TRADE
NSW1,9/1/2022 13:05,6251.77,138.41,TRADE
NSW1,9/1/2022 13:10,6280.32,208.95,TRADE
NSW1,9/1/2022 13:15,6343.12,170.11,TRADE
NSW1,9/1/2022 13:20,6358.41,135.42,TRADE
NSW1,9/1/2022 13:25,6408.32,197.63,TRADE
NSW1,9/1/2022 13:30,6373.31,115,TRADE
NSW1,9/1/2022 13:35,6234.45,122.01,TRADE
NSW1,9/1/2022 13:40,6260.95,101.39,TRADE
NSW1,9/1/2022 13:45,6339.33,115,TRADE
NSW1,9/1/2022 13:50,6331.95,123.24,TRADE
NSW1,9/1/2022 13:55,6358.56,127.41,TRADE
NSW1,9/1/2022 14:00,6333.63,126.39,TRADE
NSW1,9/1/2022 14:05,6306.65,99.43,TRADE
NSW1,9/1/2022 14:10,6389.92,123.19,TRADE
NSW1,9/1/2022 14:15,6436.26,115,TRADE
NSW1,9/1/2022 14:20,6374.46,109.05,TRADE
NSW1,9/1/2022 14:25,6538.65,118.99,TRADE
NSW1,9/1/2022 14:30,6504.67,115,TRADE
NSW1,9/1/2022 14:35,6473.88,44.75,TRADE
NSW1,9/1/2022 14:40,6452.7,70,TRADE
NSW1,9/1/2022 14:45,6484.99,44.17,TRADE
NSW1,9/1/2022 14:50,6547.26,70,TRADE
NSW1,9/1/2022 14:55,6597.1,123.51,TRADE
NSW1,9/1/2022 15:00,6672.52,122.42,TRADE
NSW1,9/1/2022 15:05,6770.58,134.41,TRADE
NSW1,9/1/2022 15:10,6780.08,114.31,TRADE
NSW1,9/1/2022 15:15,6879.38,92.1,TRADE
NSW1,9/1/2022 15:20,6978.93,133.93,TRADE
NSW1,9/1/2022 15:25,7049.58,91.84,TRADE
NSW1,9/1/2022 15:30,7062.71,137.77,TRADE
NSW1,9/1/2022 15:35,7105.51,20.5,TRADE
NSW1,9/1/2022 15:40,7180.57,120.46,TRADE
NSW1,9/1/2022 15:45,7276.1,136.36,TRADE
NSW1,9/1/2022 15:50,7300.2,95.12,TRADE
NSW1,9/1/2022 15:55,7383.48,134.77,TRADE
NSW1,9/1/2022 16:00,7484.15,140.36,TRADE
NSW1,9/1/2022 16:05,7407.91,85.88,TRADE
NSW1,9/1/2022 16:10,7576.48,121.05,TRADE
NSW1,9/1/2022 16:15,7588.67,121.05,TRADE
NSW1,9/1/2022 16:20,7790.7,132.3,TRADE
NSW1,9/1/2022 16:25,7873.61,134.79,TRADE
NSW1,9/1/2022 16:30,7947.2,138.08,TRADE
NSW1,9/1/2022 16:35,8028.66,139.24,TRADE
NSW1,9/1/2022 16:40,8126.37,142.61,TRADE
NSW1,9/1/2022 16:45,8094.41,139.69,TRADE
NSW1,9/1/2022 16:50,8205.21,161,TRADE
NSW1,9/1/2022 16:55,8224.92,200.59,TRADE
NSW1,9/1/2022 17:00,8334.62,284.67,TRADE
NSW1,9/1/2022 17:05,8408.33,143.38,TRADE
NSW1,9/1/2022 17:10,8464.13,143.4,TRADE
NSW1,9/1/2022 17:15,8614.63,203.07,TRADE
NSW1,9/1/2022 17:20,8679.57,163.13,TRADE
NSW1,9/1/2022 17:25,8832.31,200.43,TRADE
NSW1,9/1/2022 17:30,8898.25,231,TRADE
NSW1,9/1/2022 17:35,9047.1,195.14,TRADE
NSW1,9/1/2022 17:40,9152.7,203.91,TRADE
NSW1,9/1/2022 17:45,9102.01,154.26,TRADE
NSW1,9/1/2022 17:50,9222.12,168.05,TRADE
NSW1,9/1/2022 17:55,9316.16,211.6,TRADE
NSW1,9/1/2022 18:00,9411.59,278.32,TRADE
NSW1,9/1/2022 18:05,9426.7,214.35,TRADE
NSW1,9/1/2022 18:10,9554.48,222.11,TRADE
NSW1,9/1/2022 18:15,9600.77,225.02,TRADE
NSW1,9/1/2022 18:20,9606.3,214.54,TRADE
NSW1,9/1/2022 18:25,9585.55,212.85,TRADE
NSW1,9/1/2022 18:30,9577.73,200.77,TRADE
NSW1,9/1/2022 18:35,9538.88,201.5,TRADE
NSW1,9/1/2022 18:40,9572.08,271.19,TRADE
NSW1,9/1/2022 18:45,9570.66,188.58,TRADE
NSW1,9/1/2022 18:50,9573.53,188.44,TRADE
NSW1,9/1/2022 18:55,9587.24,191.17,TRADE
NSW1,9/1/2022 19:00,9498.87,189.44,TRADE
NSW1,9/1/2022 19:05,9377.13,162,TRADE
NSW1,9/1/2022 19:10,9301.96,162,TRADE
NSW1,9/1/2022 19:15,9356.42,149.72,TRADE
NSW1,9/1/2022 19:20,9234.44,155.19,TRADE
NSW1,9/1/2022 19:25,9295.15,161,TRADE
NSW1,9/1/2022 19:30,9309.16,149.89,TRADE
NSW1,9/1/2022 19:35,9227.56,162,TRADE
NSW1,9/1/2022 19:40,9208.85,144.4,TRADE
NSW1,9/1/2022 19:45,9157.92,151.27,TRADE
NSW1,9/1/2022 19:50,9143.6,158.05,TRADE
NSW1,9/1/2022 19:55,9089.4,147.98,TRADE
NSW1,9/1/2022 20:00,9055.51,149.01,TRADE
NSW1,9/1/2022 20:05,9019.88,199.33,TRADE
NSW1,9/1/2022 20:10,9022.38,163.58,TRADE
NSW1,9/1/2022 20:15,8958.9,161,TRADE
NSW1,9/1/2022 20:20,8917.31,151.75,TRADE
NSW1,9/1/2022 20:25,8931.06,153.84,TRADE
NSW1,9/1/2022 20:30,8899.3,152.29,TRADE
NSW1,9/1/2022 20:35,8868.73,162,TRADE
NSW1,9/1/2022 20:40,8872.89,160.07,TRADE
NSW1,9/1/2022 20:45,8798.05,158.39,TRADE
NSW1,9/1/2022 20:50,8888.32,162,TRADE
NSW1,9/1/2022 20:55,8807.08,159.32,TRADE
NSW1,9/1/2022 21:00,8709.05,146.25,TRADE
NSW1,9/1/2022 21:05,8721.26,162,TRADE
NSW1,9/1/2022 21:10,8715.54,162,TRADE
NSW1,9/1/2022 21:15,8695.41,162,TRADE
NSW1,9/1/2022 21:20,8589.98,152.45,TRADE
NSW1,9/1/2022 21:25,8568.84,150.51,TRADE
NSW1,9/1/2022 21:30,8492.63,151.68,TRADE
NSW1,9/1/2022 21:35,8526.4,162,TRADE
NSW1,9/1/2022 21:40,8477.74,203.59,TRADE
NSW1,9/1/2022 21:45,8428.32,158.61,TRADE
NSW1,9/1/2022 21:50,8316.61,145.79,TRADE
NSW1,9/1/2022 21:55,8415.79,150.96,TRADE
NSW1,9/1/2022 22:00,8290.67,147.48,TRADE
NSW1,9/1/2022 22:05,8418.92,225.92,TRADE
NSW1,9/1/2022 22:10,8405.76,182.62,TRADE
NSW1,9/1/2022 22:15,8304.07,162,TRADE
NSW1,9/1/2022 22:20,8275.91,159.25,TRADE
NSW1,9/1/2022 22:25,8281.95,161.09,TRADE
NSW1,9/1/2022 22:30,8223.17,158.22,TRADE
NSW1,9/1/2022 22:35,8150.91,155.93,TRADE
NSW1,9/1/2022 22:40,8200.37,161.82,TRADE
NSW1,9/1/2022 22:45,8128.84,151.88,TRADE
NSW1,9/1/2022 22:50,8098.65,150.92,TRADE
NSW1,9/1/2022 22:55,8085.17,153.57,TRADE
NSW1,9/1/2022 23:00,8065.88,144.47,TRADE
NSW1,9/1/2022 23:05,8117.71,149.02,TRADE
NSW1,9/1/2022 23:10,8036.79,149.02,TRADE
NSW1,9/1/2022 23:15,8068.64,149.02,TRADE
NSW1,9/1/2022 23:20,7973.4,149.02,TRADE
NSW1,9/1/2022 23:25,8019.39,149.02,TRADE
NSW1,9/1/2022 23:30,7881.79,149.02,TRADE
NSW1,9/1/2022 23:35,8037.36,149.02,TRADE
NSW1,9/1/2022 23:40,7986.41,149.02,TRADE
NSW1,9/1/2022 23:45,7997.17,149.02,TRADE
NSW1,9/1/2022 23:50,7924.12,149.02,TRADE
NSW1,9/1/2022 23:55,7904.69,149.02,TRADE
NSW1,9/2/2022 0:00,7864.55,149.02,TRADE
NSW1,9/2/2022 0:05,7830.96,149.02,TRADE
NSW1,9/2/2022 0:10,7838.36,149.02,TRADE
NSW1,9/2/2022 0:15,7833.62,149.02,TRADE
NSW1,9/2/2022 0:20,7745.22,149.02,TRADE
NSW1,9/2/2022 0:25,7804.12,149.02,TRADE
NSW1,9/2/2022 0:30,7722.4,149.02,TRADE
NSW1,9/2/2022 0:35,7685.92,149.02,TRADE
NSW1,9/2/2022 0:40,7711.71,149.02,TRADE
NSW1,9/2/2022 0:45,7693.61,149.02,TRADE
NSW1,9/2/2022 0:50,7576.53,149.02,TRADE
NSW1,9/2/2022 0:55,7551.12,149.02,TRADE
NSW1,9/2/2022 1:00,7592.38,149.02,TRADE
NSW1,9/2/2022 1:05,7565.11,149.02,TRADE
NSW1,9/2/2022 1:10,7553.44,149.02,TRADE
NSW1,9/2/2022 1:15,7481.68,149.02,TRADE
NSW1,9/2/2022 1:20,7467.23,149.02,TRADE
NSW1,9/2/2022 1:25,7406.77,149.02,TRADE
NSW1,9/2/2022 1:30,7404.69,149.02,TRADE
NSW1,9/2/2022 1:35,7374.91,149.02,TRADE
NSW1,9/2/2022 1:40,7310.78,149.02,TRADE
NSW1,9/2/2022 1:45,7237.58,149.02,TRADE
NSW1,9/2/2022 1:50,7195.06,149.02,TRADE
NSW1,9/2/2022 1:55,7116.82,149.02,TRADE
NSW1,9/2/2022 2:00,7074.91,149.02,TRADE
NSW1,9/2/2022 2:05,7063.09,116.96,TRADE
NSW1,9/2/2022 2:10,7077.78,149.02,TRADE
NSW1,9/2/2022 2:15,6994.14,128,TRADE
NSW1,9/2/2022 2:20,6942.55,128,TRADE
NSW1,9/2/2022 2:25,6873.19,117.78,TRADE
NSW1,9/2/2022 2:30,6767.81,74.02,TRADE
NSW1,9/2/2022 2:35,6760.83,121.05,TRADE
NSW1,9/2/2022 2:40,6864.21,149.02,TRADE
NSW1,9/2/2022 2:45,6764.72,101.75,TRADE
NSW1,9/2/2022 2:50,6745.61,139.87,TRADE
NSW1,9/2/2022 2:55,6774.66,121.65,TRADE
NSW1,9/2/2022 3:00,6692.13,121.05,TRADE
NSW1,9/2/2022 3:05,6674.05,121.05,TRADE
NSW1,9/2/2022 3:10,6588.5,98.72,TRADE
NSW1,9/2/2022 3:15,6693.01,124.04,TRADE
NSW1,9/2/2022 3:20,6573.31,121.05,TRADE
NSW1,9/2/2022 3:25,6575.24,95.61,TRADE
NSW1,9/2/2022 3:30,6545.85,94.75,TRADE
NSW1,9/2/2022 3:35,6554.41,121.05,TRADE
NSW1,9/2/2022 3:40,6595.34,115,TRADE
NSW1,9/2/2022 3:45,6569.57,95.52,TRADE
NSW1,9/2/2022 3:50,6567.26,115,TRADE
NSW1,9/2/2022 3:55,6521.47,55.66,TRADE
NSW1,9/2/2022 4:00,6542.62,121.05,TRADE
NSW1,9/2/2022 4:05,6559.45,95.47,TRADE
NSW1,9/2/2022 4:10,6539.98,93.26,TRADE
NSW1,9/2/2022 4:15,6592.71,128.97,TRADE
NSW1,9/2/2022 4:20,6579.84,96.37,TRADE
NSW1,9/2/2022 4:25,6640.48,121.11,TRADE
NSW1,9/2/2022 4:30,6569.37,103.34,TRADE
NSW1,9/2/2022 4:35,6615.81,97.5,TRADE
NSW1,9/2/2022 4:40,6678.89,99,TRADE
NSW1,9/2/2022 4:45,6651.73,121.12,TRADE
NSW1,9/2/2022 4:50,6653.72,121.11,TRADE
NSW1,9/2/2022 4:55,6732.19,121.11,TRADE
NSW1,9/2/2022 5:00,6838.95,131.02,TRADE
NSW1,9/2/2022 5:05,6901.83,136.21,TRADE
NSW1,9/2/2022 5:10,6913.16,149,TRADE
NSW1,9/2/2022 5:15,7010.07,151.89,TRADE
NSW1,9/2/2022 5:20,6990.2,162,TRADE
NSW1,9/2/2022 5:25,7087.89,168,TRADE
NSW1,9/2/2022 5:30,7077.04,166.99,TRADE
NSW1,9/2/2022 5:35,7070.41,120.21,TRADE
NSW1,9/2/2022 5:40,7164.44,127.19,TRADE
NSW1,9/2/2022 5:45,7240.76,125.96,TRADE
NSW1,9/2/2022 5:50,7235.65,137.3,TRADE
NSW1,9/2/2022 5:55,7359.17,153.02,TRADE
NSW1,9/2/2022 6:00,7506.45,162,TRADE
NSW1,9/2/2022 6:05,7680.13,162,TRADE
NSW1,9/2/2022 6:10,7905.15,164.31,TRADE
NSW1,9/2/2022 6:15,7897.66,160.89,TRADE
NSW1,9/2/2022 6:20,8019.06,161.04,TRADE
NSW1,9/2/2022 6:25,8074.13,162,TRADE
NSW1,9/2/2022 6:30,8178.5,182.46,TRADE
NSW1,9/2/2022 6:35,8212.71,162,TRADE
NSW1,9/2/2022 6:40,8345.84,162.77,TRADE
NSW1,9/2/2022 6:45,8355.16,162,TRADE
NSW1,9/2/2022 6:50,8454.78,162,TRADE
NSW1,9/2/2022 6:55,8522.27,159.88,TRADE
NSW1,9/2/2022 7:00,8583.31,162,TRADE
NSW1,9/2/2022 7:05,8615.99,160.08,TRADE
NSW1,9/2/2022 7:10,8571.8,191.26,TRADE
NSW1,9/2/2022 7:15,8610.54,157.19,TRADE
NSW1,9/2/2022 7:20,8704.34,159.26,TRADE
NSW1,9/2/2022 7:25,8702.87,162,TRADE
NSW1,9/2/2022 7:30,8792.53,230,TRADE
NSW1,9/2/2022 7:35,8826.49,162,TRADE
NSW1,9/2/2022 7:40,8768.04,167.32,TRADE
NSW1,9/2/2022 7:45,8857.2,153.41,TRADE
NSW1,9/2/2022 7:50,8840.7,152.06,TRADE
NSW1,9/2/2022 7:55,8845.48,150.93,TRADE
NSW1,9/2/2022 8:00,8825.95,148.99,TRADE
NSW1,9/2/2022 8:05,8841.4,152.32,TRADE
NSW1,9/2/2022 8:10,8805.03,149.58,TRADE
NSW1,9/2/2022 8:15,8723.6,148.54,TRADE
NSW1,9/2/2022 8:20,8770.92,148.99,TRADE
NSW1,9/2/2022 8:25,8784.94,150.42,TRADE
NSW1,9/2/2022 8:30,8745.09,150.66,TRADE
NSW1,9/2/2022 8:35,8708.99,152.15,TRADE
NSW1,9/2/2022 8:40,8651.76,151.85,TRADE
NSW1,9/2/2022 8:45,8501.34,148.99,TRADE
NSW1,9/2/2022 8:50,8463.99,148.81,TRADE
NSW1,9/2/2022 8:55,8330.16,147.27,TRADE
NSW1,9/2/2022 9:00,8219.41,149,TRADE
NSW1,9/2/2022 9:05,8176.75,150.45,TRADE
NSW1,9/2/2022 9:10,8220.66,153.76,TRADE
NSW1,9/2/2022 9:15,8060.39,149,TRADE
NSW1,9/2/2022 9:20,8187.42,148.99,TRADE
NSW1,9/2/2022 9:25,8217.11,148.99,TRADE
NSW1,9/2/2022 9:30,8298.73,159.99,TRADE
NSW1,9/2/2022 9:35,8230.05,181.03,TRADE
NSW1,9/2/2022 9:40,8270.49,175.47,TRADE
NSW1,9/2/2022 9:45,8305.86,149.02,TRADE
NSW1,9/2/2022 9:50,8230.21,149.02,TRADE
NSW1,9/2/2022 9:55,8221.81,149.02,TRADE
NSW1,9/2/2022 10:00,8308.25,162,TRADE
NSW1,9/2/2022 10:05,8183.62,186.54,TRADE
NSW1,9/2/2022 10:10,8274.52,229.99,TRADE
NSW1,9/2/2022 10:15,8197.65,162,TRADE
NSW1,9/2/2022 10:20,8077.93,123.4,TRADE
NSW1,9/2/2022 10:25,8116.32,162,TRADE
NSW1,9/2/2022 10:30,8094.53,166.98,TRADE
NSW1,9/2/2022 10:35,8093.46,173.73,TRADE
NSW1,9/2/2022 10:40,7966.65,162,TRADE
NSW1,9/2/2022 10:45,7899.95,162,TRADE
NSW1,9/2/2022 10:50,8037.15,187.65,TRADE
NSW1,9/2/2022 10:55,8005.86,229.99,TRADE
NSW1,9/2/2022 11:00,8022.78,126.81,TRADE
NSW1,9/2/2022 11:05,8050.92,149.02,TRADE
NSW1,9/2/2022 11:10,8011.45,136.68,TRADE
NSW1,9/2/2022 11:15,7926.56,144.07,TRADE
NSW1,9/2/2022 11:20,7890.44,121.12,TRADE
NSW1,9/2/2022 11:25,7980.85,121.11,TRADE
NSW1,9/2/2022 11:30,7992.13,149.02,TRADE
NSW1,9/2/2022 11:35,7994.32,147.14,TRADE
NSW1,9/2/2022 11:40,7841.59,96.2,TRADE
NSW1,9/2/2022 11:45,7985.18,147.15,TRADE
NSW1,9/2/2022 11:50,7896.63,80.05,TRADE
NSW1,9/2/2022 11:55,7915.33,89.75,TRADE
NSW1,9/2/2022 12:00,7953.92,149.02,TRADE
NSW1,9/2/2022 12:05,8052.64,152.2,TRADE
NSW1,9/2/2022 12:10,8023.43,149.02,TRADE
NSW1,9/2/2022 12:15,8040.59,149.85,TRADE
NSW1,9/2/2022 12:20,7954.67,150.63,TRADE
NSW1,9/2/2022 12:25,8010.75,162,TRADE
NSW1,9/2/2022 12:30,7997.88,154.73,TRADE
NSW1,9/2/2022 12:35,7963.4,145.71,TRADE
NSW1,9/2/2022 12:40,7884.65,140.54,TRADE
NSW1,9/2/2022 12:45,7910.53,149.02,TRADE
NSW1,9/2/2022 12:50,7866.22,150.75,TRADE
NSW1,9/2/2022 12:55,7867.65,114.54,TRADE
NSW1,9/2/2022 13:00,7802.34,96.62,TRADE
NSW1,9/2/2022 13:05,7897.07,98.4,TRADE
NSW1,9/2/2022 13:10,7904.54,90.01,TRADE
NSW1,9/2/2022 13:15,7834.25,88.13,TRADE
NSW1,9/2/2022 13:20,7820.39,90.01,TRADE
NSW1,9/2/2022 13:25,7796.37,127.87,TRADE
NSW1,9/2/2022 13:30,7820.04,117.59,TRADE
NSW1,9/2/2022 13:35,7762.08,87.06,TRADE
NSW1,9/2/2022 13:40,7762.14,90.01,TRADE
NSW1,9/2/2022 13:45,7795.16,100.98,TRADE
NSW1,9/2/2022 13:50,7773.75,149.02,TRADE
NSW1,9/2/2022 13:55,7780.21,98.23,TRADE
NSW1,9/2/2022 14:00,7777.95,90.01,TRADE
NSW1,9/2/2022 14:05,7836.62,121.12,TRADE
NSW1,9/2/2022 14:10,7946.38,121.12,TRADE
NSW1,9/2/2022 14:15,7919.89,97.14,TRADE
NSW1,9/2/2022 14:20,7932.33,121.11,TRADE
NSW1,9/2/2022 14:25,7969.71,121.11,TRADE
NSW1,9/2/2022 14:30,7929.37,112.88,TRADE
NSW1,9/2/2022 14:35,7869.43,98.97,TRADE
NSW1,9/2/2022 14:40,7951.01,98.97,TRADE
NSW1,9/2/2022 14:45,8013.54,121.11,TRADE
NSW1,9/2/2022 14:50,8014.41,138.61,TRADE
NSW1,9/2/2022 14:55,8113.13,146.03,TRADE
NSW1,9/2/2022 15:00,8107.66,162,TRADE
NSW1,9/2/2022 15:05,8215.28,152.63,TRADE
